,label,full_m_text
1394,misinformation,没有惊喜😡😡😡威斯康星州的选举秘书可能非法更改了数千张选票  via @BreitbartNews https://t.co/IT82dlfrsJ
1047,misinformation,"Cámaras de reconocimiento facial localizan Antifas infiltrados en las protestas y asalto al Capitolio.

XRVision firm claims Antifa infiltrated protesters who stormed Capitol - Washington Times  https://t.co/YAC9OwYlKj"
4605,misinformation,U.S. administers nearly 264.7 mln doses of COVID-19 vaccines - CDC   https://t.co/LIRMlkeuCR https://t.co/Sg0C4CvXML
3285,misinformation,Joe's Freudian Sniff? Joe Biden Just Said He's Got a Great 'VOTER FRAUD Organization' Going (VIDEO)  https://t.co/OwLYbS5lLm
3473,misinformation,Pesquisadores canadense supõem que variedades medicinais da Cannabis sativa bloqueiem a penetração do Sars-cov-2. Entenda:  https://t.co/yTYMQjaxmL
3538,misinformation,The folks at @HeavySan just did us all a huge favor with this deep dive into the story behind a wildly circulating photo of GhislaineMaxwell and a man who was supposedly President of Operations at Wayfair in 2003. #wayfairgate  https://t.co/yiXkiqFRf6
3981,misinformation,"أعلن رسميا عن انقراض وحيد القرن الأبيض
 سلالة عاشت على الارض منذ 55 مليون سنة،
نجت من عصر الجليد وكوارث الزلازل والنيازك
 لكنه لم يستطع البقاء على الحياة مع البشر  https://t.co/Ix4YdhsvBl"
3195,misinformation,"Ahmedabad Mayor Bijal Patel tweets an image from Seoul as Sabarmati Riverfront in Ahmedabad  

 https://t.co/zrZl6o6tYp"
1229,misinformation,"В США умерли шесть участников испытаний вакцины от коронавируса Pfizer и BioNTech

Два добровольца скончались после прививки, еще четыре смерти – в группе плацебо  https://t.co/urlg2PRDPh"
4003,misinformation,40000 Demonstranten in Berlin - Das Protokoll der Corona-Chaos-Demo  https://t.co/m0VzfzRY2P
1459,misinformation,UN removes cannabis from list of the world's most dangerous drugs  https://t.co/wr5mQBOs6F
2093,misinformation,"फेक न्यूज एक्सपोज: अखिलेश यादव ने ट्वीट कर लिखा, अगर हमारी सरकार बनी तो राम मंदिर की जगह पर बनाएंगे बाबरी मस्जिद? जानिए इसकी सच्चाई
 #Nofakenews #Fakenews https://t.co/2di4XmZxic"
4510,misinformation,India lands on the Moon: Orbiter sends thermal image of Vikram Lander on Lunar Surface  via @IndianExpose https://t.co/lNPaEd3fKV
4375,misinformation,"Joe Biden's coronavirus advisor says elderly people should get the coronavirus vaccine last.

Andrew Cuomo killed 15,000 nursing home residents.

Democrats sure hate elderly people.

 https://t.co/2xEqqo6oqD"
1322,misinformation,"Wrestler Priya Malik won a gold medal at the World Cadet Wrestling Championship 2021 in Budapest, Hungary. However, social media users wrongly claimed that She won the medal at Tokyo Olympics.

#FactoFactCheck #Priya_Malik #WorldCadetWrestling 
 https://t.co/u9SIabZuqV"
3465,misinformation,Obama Claims That It's Easier for Teens to Get Guns Than Books. Come On.  By @HashtagGriswold  https://t.co/PXTppJDZSz https://t.co/WybS7NjJDI
3086,misinformation,"Não é verdade que o pesquisador em questão ""fabricou"" o coronavírus e ""vendeu"" para a China. Desmentimos mais essa balela aqui  https://t.co/Kc66fYxVoZ"
1326,misinformation,"Congratulations to our Indian Wrestler Priya Malik for Winning Gold Medal At 2021 World Wrestling Championship
#wrestling #PriyaMalik  https://t.co/07RguBFujE"
2581,factual,Incendies en Australie: des nuages de fumée ont atteint le Chili et l’Argentine  https://t.co/Izd4PBKOcd
2223,factual,"La confianza del consumidor sí es de las más altas en años, como aseguró @lopezobrador_, pero esta no se debe a un cambio real en la economía del país, sino a una percepción de los ciudadanos.

Vía: @ElSabuesoAP.  https://t.co/sJC9VoTCr8"
4109,misinformation,"एक तस्वीर शेयर करते हुए लोग कह रहे हैं कि ये गुजरात में कई सालों से बेघर कुत्तों का खयाल रख रहे एक शख्स की तस्वीर है. दावा किया जा रहा है कि उसकी मौत के बाद कुत्ते शव छोड़कर जा नहीं रहे थे. असल में ये तस्वीर यमन की है. #AltNewsFactCheck | @ArchitMeta 

 https://t.co/hVEzwRlIoT"
886,misinformation,"AntiFarmer AndhBhakt @ashokepandit lied to trend 
#चक्काजाम_हुआ_नाकाम

Exposed, Caught lying

deleted tweet out of embarrassment 



#FarmersProtest #ChakkaJaam #StandWithFarmers  https://t.co/EyjY8MB4dm https://t.co/LObgGW0LGE"
1532,misinformation,"Ted Cruz, senador republicano por Texas, afirmó en 2016 que ""creería en el cambio climático cuando Texas se congele""
Pues bien, ese día ha llegado. Y él se ha ido con su familia a Cancún, que allí se está más calentito.
@jrubiomart
  https://t.co/R24wMWiuK7 https://t.co/1iqGAsazr3"
2039,misinformation,"🗣 فلورنتينو بيريز (ريال مدريد) : ""في حال تم منع اللاعبين المشاركين في دوري السوبر الاوروبي من لعب كأس العالم قطر 2022 ، فنحن سنقوم بصنع بطولة كأس عالم خاصة بنا.""  https://t.co/9WTjll0Q3Y"
1703,misinformation,Abraham Lincoln Statue Vandalised and Scaled in London BLM Protests  via @BreitbartNews Violence and Vandalism Time for Cressida Dick to think again  it seems the Met only prosecute sunbathing https://t.co/bm9Oyh4VSq
1145,misinformation,"Paul Pogba quit  from national France team over the insult of his faith by extremists. Huge respect for this man👏👏 Nothing above our religion✊ 
#ShameOnYouMacron #ShameOnMacronExtremist #boycottfrance  https://t.co/y4kaeOq7s2"
1070,misinformation,"Steve Mnuchin: Americans should be able to live on $1,200 for 10 weeks during pandemic.

Is this idiot real!!!!!  https://t.co/J4Gtlzpg12"
3250,factual,.@exxonmobil just announced that it will invest $50 billion in the U.S. over the next 5 years. What does that mean for Americans? #jobsjobsjobs  https://t.co/KOOOpu9Ton
115,misinformation,"This is how left-wing rule ends😡
-this is the moral collapse of the state😢
God keep us from this undoing🙏
-""The French Assemblée nationale approves abortion until the ninth month of pregnancy...""  https://t.co/kYfu3qlCl9"
4534,misinformation,"JNU Violence: ABVP, BJP office-bearers falsely claim SFI activist 'faked' injuries  via @AltNews https://t.co/UsKGcuo2No"
3507,misinformation,"Trump-backed Foxconn deal will cost Wisconsin taxpayers $370,000 per job   https://t.co/tf0NNSLVCS https://t.co/s2Dzf2bm26"
4311,misinformation,"A photograph dating back to at least 2018 has been shared with the false claim that it shows an elderly farmer deceased during protests in Delhi. #AltNewsFactCheck | @ArchitMeta 

 https://t.co/AQCVLGl6R6"
3469,factual,Trump: Tim Kaine wanted to raise taxes by $4b in first week as governor. Mostly True.   https://t.co/LmZZcMJyFi https://t.co/IDWbxvMIZv
576,misinformation,"Cuatro voluntarios de la vacuna Pfizer desarrollaron parálisis de Bell.

   https://t.co/gVaHaxb5L2 https://t.co/yqhYsT9aaK"
4420,misinformation,"A photograph of PM Modi greeting the CFO of a Delhi-based NGO in 2015 has been morphed to falsely portray that he bowed down to Nita Ambani. #AltNewsFactCheck | @ArchitMeta 

 https://t.co/LfR1Qx1Agq"
4107,misinformation,"BJP के कथित ट्वीट का एक स्क्रीनशॉट शेयर किया जा रहा है. इसके साथ दावा है कि BJP ने अगले साल होने वाले पश्चिम बंगाल चुनावों में AIMIM के साथ गठबंधन की घोषणा की है. इस दावे में कोई सच्चाई नहीं है और ये ट्वीट फ़र्ज़ी है. पढ़िए #AltnewsFactCheck | @stoic_annu

 https://t.co/deQUdIsC8d"
3559,misinformation,"Aug 31, 2020 - “I am not banning fracking. Let me say that again. I am not banning fracking, no matter how many times Donald Trump lies about me,” - @JoeBiden  

Jan 20, 2020 - @PressSec: Biden to ban new fracking on federal land.

 https://t.co/cWN4oKCbmE"
777,misinformation,"""Police had brutally thrashed the 5-6 men. They broke someone’s hand, someone’s leg. My hand and leg are also broken. There are 8-10 stitches on my head. I am unable to speak. Policemen were saying do you want azaadi?"" said one of the victim.
 https://t.co/Y5710JWsqk"
3232,misinformation,"#WebQoof | A video of Uttar Pradesh Chief Minister, in which he can be seen abusing an ANI cameraperson, has gone viral on social media with a false claim that the video is edited. 
 https://t.co/zKJuiEhDhz"
303,misinformation,"Breaking: Israel Nukes Beirut, Russian Embassy Hit, Evidence In (updating) - A general in the Lebanese Army reports that Israel dropped a tactical nuclear weapon on the port of Beirut today.  He reports that this was done to collapse the current political regime there and revo...  https://t.co/2RsJwINd5b"
2249,misinformation,"Queen Elizabeth 👑
After Hearing the Son Prince Charles Tested Positive for #CoronaVirus 😂  https://t.co/90mor67x7L"
210,misinformation,"The lethal virus is believed to have originated in a market in the central city of Wuhan, where a range of wildlife was reportedly sold

#Coronavirus 

 https://t.co/EMBS3xgfjJ"
1825,misinformation,"Fraude electoral en Michigan - Volcado masivo de más de 200,000 boletas para Biden Todo aparece repentinamente de la noche a la mañana ... Actualización: Los funcionarios lo llaman un ""error tipográfico""
⤵️⤵️⤵️
 https://t.co/NXAelDa3N2"
4705,misinformation,"⬇️⬇️🔥 TOMBOLA🔥 ⬇️⬇️

Il covid non esiste: I laboratori negli USA non riescono a trovare il Covid-19 in uno dei 1.500 test positivi  https://t.co/STq3Lic0vp"
3372,factual,"The US city of Boston officially declared racism a public health crisis | @BISouthAfrica 

  https://t.co/KG51r9PIXU https://t.co/lQSnO2PRP5"
2654,misinformation,"Mientras @ManosUnidasONGD se apunta a la moda del maltrato al planeta (el año pasado lo hizo al feminismo) miren lo que hacen los Países Bajos.
 https://t.co/liy3tumFP9"
2486,misinformation, https://t.co/DOABphhTgr
2464,misinformation,"Anvisa confirma 34 óbitos e 767 efeitos adversos em primeiro mês de vacinação
Ao todo foram 767 notificações de efeitos adversos, entre leves e graves, 525 da vacina da CoronaVac e 243 da Astra Zeneca.
 https://t.co/dwC7EPhP9U"
2611,misinformation,"Ecuador: construirán fosa común para fallecidos por coronavirus: Ecuador, Otto Sonnenholzner, anunció que se estaban realizando las gestiones con el municipio de Guayaquil para encontrar un espacio en el que se pueda construir una fosa común a…  #Mundo  https://t.co/vGYpKZH8xz https://t.co/zdOYmtWYWc"
2292,misinformation,"Médica diz q 30% dos vacinados morrerão dentro de alguns meses?🤔
 https://t.co/FQbF5E08y9"
1895,misinformation,STANFORD Study Results: Facemasks are Ineffective to Block Transmission of COVID-19 and Actually Can Cause Health Deterioration and Premature Death. 😷👎🏾  https://t.co/mJsbxpICQQ
4429,misinformation,"Social media users claimed that Covaxin consists of newborn calf serum obtained from less than 20 days of young cow calves after slaughtering them. This is false. Read our fact-check report to know more 
#COVID19 #COVIDVaccination #CalfSerum #FactCheck 
 https://t.co/sCo7b42zVG"
1732,misinformation,Panel of 16 Judges Agrees: Barr Has Enough to Indict Clinton and Obama  https://t.co/fM2odsiUkN
4746,misinformation,"If you want to see a bunch of boorish Indian fans who go around as crazy fans of cricket, read this story. We can't blame Pakistan for everything like an attempt was made here.  https://t.co/x0RKgXVleE"
2515,misinformation,The Simpsons isn't the only show that sadly and eerily predicted the future. Just ask @xmentas. #CapitolRiot  https://t.co/BkpwIGAFkQ
3242,misinformation,"#WebQoof | A viral image claims to show New York Times’ international edition published on Friday, 21 May, in which an image of crocodile can be seen on the front page with the text: ‘India’s PM cried.’ However, we found that it's a doctored photo.

 https://t.co/eQn3QqLMYn"
3803,misinformation,Biden's Climate Requirements: Cut 90% of Red Meat From Diet; Americans Can Only Eat One Burger Per Month  https://t.co/ah3Kgai9vs
2978,misinformation,Bolsonaro autoriza regulamentar decreto que acaba o exame da OAB  https://t.co/nsfUl20OwT
694,misinformation,"""Ele venceu, porque a eleição foi fraudada "", twittou Trump sobre vitória de Biden nas eleições dos EUA #AméricaDecide  https://t.co/FNFzaqdPHn"
4763,misinformation,"Claim: Under construction flyover collapsing in Balanagar, Hyderabad.
Reality: This video was published by @VOANews in 2018. @cyberabadpolice dismissing the claim and clarifying that it does not belong to Balanagar in Hyderabad but from Varanasi from 2018. The Claim is #False.  https://t.co/wBMA1AmP2S"
